epoch,train_loss,train_acc,val_loss,val_acc
81,0.01273641275048892,97.6219512195122,0.0639113879386479,93.17073170731707
82,0.00465880966952593,99.23780487804879,0.043676219496634215,94.39024390243902
83,0.0051575979531640415,99.29878048780488,0.045381230976020634,93.90243902439023
84,0.007021991835080837,98.9939024390244,0.04975139962222714,93.90243902439023
85,0.006421787924950988,98.75,0.057771517539199874,92.19512195121952
86,0.0076195523696497265,98.65853658536585,0.05648197003532774,91.95121951219512
87,0.00855823362433556,98.10975609756098,0.0801389696336208,91.46341463414635
88,0.0049936742607004396,99.29878048780488,0.04840188311768893,92.92682926829269
89,0.002223550784330611,99.57317073170732,0.04447068928241676,94.39024390243902
90,0.001865191911787317,99.63414634146342,0.04339679371892439,95.85365853658536
91,0.00796466385789511,98.41463414634146,0.053034680297759436,90.0
92,0.010550636103058734,97.89634146341464,0.05864940197744335,90.2439024390244
93,0.00813500570607508,98.32317073170732,0.0443048630706751,93.41463414634147
94,0.0027401658941327207,99.66463414634147,0.04058759258231685,94.39024390243902
95,0.0017291261921012092,99.72560975609757,0.04009025316834315,94.39024390243902
96,0.0023552131305999554,99.48170731707317,0.04146454411798354,94.6341463414634
97,0.002460710244983003,99.48170731707317,0.03639449064016494,94.8780487804878
98,0.0020339033683540483,99.72560975609757,0.044793065156017504,94.39024390243902
99,0.006284082673913118,98.6890243902439,0.07022544771182136,90.48780487804878
100,0.012348972722070247,97.40853658536585,0.07092650273205856,90.73170731707317
