epoch,train_loss,val_loss,val_acc
1,,,0.0
2,,2.839710235595703,0.0
3,,2.508049964904785,0.0
4,,2.1751134395599365,0.0
5,,2.1347427368164062,0.0
6,,2.1402924060821533,0.0
7,,2.086562395095825,0.0
8,,2.039371967315674,0.0
9,,1.9400385618209839,0.0
10,,1.9190419912338257,0.0
11,,1.8973584175109863,0.0
12,,1.807234287261963,24.390244483947754
13,,1.6355664730072021,0.0
14,,1.4953482151031494,0.0
15,,1.2532856464385986,73.17073345184326
16,,0.8174211382865906,10.0
17,,0.5057889223098755,32.19512176513672
18,,0.3453565537929535,47.56097412109375
19,,0.2579880356788635,58.04878234863281
20,,0.20081554353237152,68.04878234863281
21,,0.19787447154521942,69.26829528808594
22,,0.16782216727733612,71.21951293945312
23,,0.12919394671916962,78.29268646240234
24,,0.16151614487171173,79.0243911743164
25,,0.10768948495388031,80.48780822753906
26,,0.10850781947374344,82.92682647705078
27,,0.09037303924560547,84.39024353027344
28,,0.09507551044225693,82.68292999267578
29,,0.08270886540412903,85.8536605834961
30,,0.1531238555908203,77.80487823486328
31,,0.08003160357475281,87.07317352294922
32,,0.0757722333073616,86.82926940917969
33,,0.07860612869262695,86.34146118164062
34,,0.07673841714859009,85.60975646972656
35,,0.07759030908346176,88.29268646240234
36,,0.1771196573972702,77.07317352294922
37,,0.07652771472930908,89.26829528808594
38,,0.06832631677389145,90.48780822753906
39,,0.0657869502902031,89.0243911743164
40,,0.10354842990636826,83.41463470458984
41,,0.06779827922582626,89.75609588623047
42,,0.07568003982305527,89.75609588623047
43,,0.06963606178760529,90.0
44,,0.06879355758428574,90.48780822753906
45,,0.06481295824050903,89.75609588623047
46,,0.07208378612995148,91.21951293945312
47,,0.06440741568803787,90.48780822753906
48,,0.064410001039505,91.95121765136719
49,,0.08331684023141861,87.80487823486328
50,,0.08149538934230804,89.75609588623047
51,,0.14129847288131714,81.95121765136719
52,,0.06539461761713028,92.19512176513672
53,,0.07931244373321533,89.75609588623047
54,,0.06735449284315109,91.21951293945312
55,,0.05635373666882515,92.19512176513672
56,,0.04973169416189194,92.43902587890625
57,,0.0552101731300354,92.92682647705078
58,,0.05242161452770233,91.95121765136719
59,,0.05970808118581772,92.43902587890625
60,,0.059192996472120285,92.19512176513672
61,,0.05378863215446472,93.17073059082031
62,,0.06256753951311111,92.19512176513672
63,,0.05861521512269974,92.68292999267578
64,,0.06102344021201134,92.19512176513672
65,,0.05913610756397247,92.43902587890625
66,,0.06498748064041138,92.92682647705078
67,,0.06148752197623253,92.19512176513672
68,,0.06550575792789459,91.46341705322266
69,,0.08794017881155014,91.21951293945312
70,,0.05746162310242653,93.17073059082031
71,,0.054306190460920334,92.68292999267578
72,,0.05584333837032318,93.65853881835938
73,,0.05394810810685158,93.41463470458984
74,,0.05667535960674286,92.19512176513672
75,,0.06032566353678703,92.68292999267578
76,,0.05687827616930008,93.65853881835938
77,,0.055072885006666183,93.90243530273438
78,,0.05590708553791046,94.39024353027344
79,,0.058623120188713074,93.17073059082031
80,,0.05276281759142876,94.1463394165039
81,,0.051499951630830765,93.90243530273438
82,,0.05546309053897858,93.17073059082031
83,,0.05250570550560951,93.17073059082031
84,,0.0539124421775341,92.68292999267578
85,,0.05532784387469292,93.65853881835938
86,,0.05266757309436798,94.1463394165039
87,,0.05271454155445099,93.90243530273438
88,,0.05388707295060158,93.90243530273438
89,,0.054311491549015045,94.63414764404297
90,,0.052927836775779724,94.63414764404297
91,,0.05292562395334244,94.39024353027344
92,,0.054768405854701996,94.1463394165039
93,,0.05371413752436638,94.39024353027344
94,,0.05281340330839157,94.39024353027344
95,,0.05339081957936287,94.39024353027344
96,,0.053231071680784225,94.39024353027344
97,,0.05321895703673363,94.1463394165039
98,,0.05307750031352043,94.1463394165039
99,,0.05309848487377167,94.1463394165039
100,,0.05312154069542885,94.1463394165039
